ds,yhat,yhat_lower,yhat_upper
2015-01-18 04:10:00,23018.763456122026,17436.53308074365,28001.28559800649
2015-01-18 04:20:00,23015.677869489322,17335.20830649801,28541.44794416174
2015-01-18 04:30:00,23032.26911959009,17882.22312790165,28190.15523985745
2015-01-18 04:40:00,23069.862006879423,17970.40632385885,28323.10789843644
2015-01-18 04:50:00,23129.738699711288,18058.047828127263,28522.964462812615
2015-01-18 05:00:00,23213.08415113308,17454.07654819454,28486.68003872622
2015-01-18 05:10:00,23320.932023054847,18219.747100467077,28758.621583781514
2015-01-18 05:20:00,23454.112917782048,18232.59565561806,29068.931498337846
2015-01-18 05:30:00,23613.206651022436,18796.322116749492,28794.11532234839
2015-01-18 05:40:00,23798.50017839843,18823.919231941083,28610.147817085388
2015-01-18 05:50:00,24009.952616356328,18457.01334314915,28809.25710535571
2015-01-18 06:00:00,24247.168580164776,19177.365373599674,29291.516057344277
2015-01-18 06:10:00,24509.3808093037,19592.894212951513,29865.636849195947
2015-01-18 06:20:00,24795.442764961674,19025.665280877227,30080.939744335745
2015-01-18 06:30:00,25103.83157615197,19233.757150741523,30243.679904746576
2015-01-18 06:40:00,25432.66139833739,20429.92808083662,30620.16755821666
2015-01-18 06:50:00,25779.706921240024,20284.919682844713,31236.66824626596
2015-01-18 07:00:00,26142.4364605742,21428.170664308265,31506.72497768218
2015-01-18 07:10:00,26518.053764168748,21275.399268536075,31644.363704478856
2015-01-18 07:20:00,26903.54740598806,21837.215648210076,32431.4309814897
2015-01-18 07:30:00,27295.746399471638,22179.53834878569,32510.12593875298
2015-01-18 07:40:00,27691.380479472005,22226.872006162994,33136.599325192234
2015-01-18 07:50:00,28087.14335701005,22487.37669339861,33492.62973712476
2015-01-18 08:00:00,28479.757157224285,23218.471297814405,33893.823170395604
2015-01-18 08:10:00,28866.036224714328,23533.717605722242,34391.46368837499
2015-01-18 08:20:00,29242.94848968748,23739.87462434811,34350.61615581999
2015-01-18 08:30:00,29607.67267759313,24418.836052287024,34492.49351921914
2015-01-18 08:40:00,29957.649760827684,25029.19311756926,34944.8058388579
2015-01-18 08:50:00,30290.627240708916,25260.335501846443,35279.10403894571
2015-01-18 09:00:00,30604.695057665856,25384.222019089495,36062.02272706427
2015-01-18 09:10:00,30898.312194114398,25830.934370111197,35970.75421248582
2015-01-18 09:20:00,31170.323314742338,26261.02860601433,36734.96521110776
2015-01-18 09:30:00,31419.965092954862,26189.821357950485,36370.01816156912
2015-01-18 09:40:00,31646.862191869546,26048.384071708617,37099.076293367674
2015-01-18 09:50:00,31851.0131755573,26606.379547645454,37050.46547993332
2015-01-18 10:00:00,32032.766939645677,26632.05712565322,37226.34269578017
2015-01-18 10:10:00,32192.79052821041,26729.38847774965,37612.24666162693
2015-01-18 10:20:00,32332.029468340712,27044.749595918354,37222.466198739254
2015-01-18 10:30:00,32451.661970336914,26738.6291925374,37464.28077320703
2015-01-18 10:40:00,32553.048524287064,27240.76924585941,38023.79907671837
2015-01-18 10:50:00,32637.678551998073,27445.777212897035,37826.41322169219
2015-01-18 11:00:00,32707.115851690123,27381.09921029492,37959.985135330484
2015-01-18 11:10:00,32762.944595726447,27685.54459428391,37538.220033261554
2015-01-18 11:20:00,32806.71760925705,27095.241245319998,37748.14777958517
2015-01-18 11:30:00,32839.90857002273,27129.35203821933,37941.82592216476
2015-01-18 11:40:00,32863.86963054911,27694.534639454083,37919.9502137823
2015-01-18 11:50:00,32879.7957772036,27612.253594101512,38283.75917101095
2015-01-18 12:00:00,32888.69701179725,27708.684844016956,38105.50300617526
2015-01-18 12:10:00,32891.37917945694,27413.456864753436,38227.244350029774
2015-01-18 12:20:00,32888.43397597466,27944.668865636908,37906.310240852355
2015-01-18 12:30:00,32880.23836195855,27721.563849594902,38534.23998652633
2015-01-18 12:40:00,32866.96329710229,27590.861343440203,38397.63328448184
2015-01-18 12:50:00,32848.59139559364,27961.306760661922,38030.0393556356
2015-01-18 13:00:00,32824.94280373502,27820.120604290536,38414.49620852222
2015-01-18 13:10:00,32795.70832358659,27150.453662404412,37774.348610476234
2015-01-18 13:20:00,32760.488557362092,27803.316611033002,37478.8859352336
2015-01-18 13:30:00,32718.837639218655,27257.778748814693,37575.48896293189
2015-01-18 13:40:00,32670.309956055058,27755.688625939518,38244.389262029355
2015-01-18 13:50:00,32614.50814551649,27407.881828083504,37608.33046100845
2015-01-18 14:00:00,32551.13060027439,27423.46009707881,37585.17901449274
2015-01-18 14:10:00,32480.0167046227,27446.779784694365,37735.07365119515
2015-01-18 14:20:00,32401.18808432157,27189.799359375407,37974.518560388155
2015-01-18 14:30:00,32314.884259178158,26944.904997388418,37716.24417954712
2015-01-18 14:40:00,32221.59125207438,26529.030679970583,37441.465463368215
2015-01-18 14:50:00,32122.06191670522,27215.12760995723,37381.16165267778
2015-01-18 15:00:00,32017.326999934034,26752.892673258506,37283.96454428082
2015-01-18 15:10:00,31908.696238983335,26559.815929533597,37103.87079644021
2015-01-18 15:20:00,31797.749106886957,26404.65591506162,37155.2882448726
2015-01-18 15:30:00,31686.315145968892,26768.988407202058,36876.78989166705
2015-01-18 15:40:00,31576.44416352472,26234.65301412788,37052.38662632425
2015-01-18 15:50:00,31470.366893770304,26460.94705092341,36921.01810903491
2015-01-18 16:00:00,31370.447043267486,26093.250235353942,36949.92404287398
2015-01-18 16:10:00,31279.125930736973,25998.43068524269,36236.04906308363
2015-01-18 16:20:00,31198.861187453622,25583.82371330166,36507.769610991505
2015-01-18 16:30:00,31132.061202462613,25728.16540728255,36300.0847740903
2015-01-18 16:40:00,31081.017162917666,25896.33261729895,36153.44597262613
2015-01-18 16:50:00,31047.834655455197,25877.57121526709,36322.13842496235
2015-01-18 17:00:00,31034.366849204605,25707.80296410226,36342.44066345883
2015-01-18 17:10:00,31042.151277955614,25755.631778115232,36418.97560652047
2015-01-18 17:20:00,31072.352174025724,25618.814793449863,35835.16598347204
2015-01-18 17:30:00,31125.710183004445,25777.75244198043,36082.973085854755
2015-01-18 17:40:00,31202.50110921126,26023.40041880747,36141.393489896844
2015-01-18 17:50:00,31302.505111863582,26126.108175916434,36401.55422389504
2015-01-18 18:00:00,31424.987495757243,26062.2066689917,36560.297853101554
2015-01-18 18:10:00,31568.69193094254,26781.869015475582,37012.01096391632
2015-01-18 18:20:00,31731.846594184415,26630.89503048738,36982.16135907576
2015-01-18 18:30:00,31912.183369912367,26718.13048841209,36923.236288026084
2015-01-18 18:40:00,32106.969881995756,26742.506187483654,37247.982185696055
2015-01-18 18:50:00,32313.053766181296,27365.308987309658,37485.72786036614
2015-01-18 19:00:00,32526.918246862806,27331.58542745074,37711.62223015565
2015-01-18 19:10:00,32744.74775442268,27159.01826668914,38036.62149339828
2015-01-18 19:20:00,32962.502033310186,27389.904328151875,38074.989891967925
2015-01-18 19:30:00,33175.996937037824,27936.476349312823,38218.617377962604
2015-01-18 19:40:00,33380.9899146366,28192.9056916594,38305.62379992113
2015-01-18 19:50:00,33573.268042995136,28718.342993932907,38861.62445746345
2015-01-18 20:00:00,33748.73638142177,28518.84816833739,38600.931707926036
2015-01-18 20:10:00,33903.50440123407,28722.691069607492,39560.99907962243
2015-01-18 20:20:00,34033.96828607538,28733.585643141345,39117.835316248245
2015-01-18 20:30:00,34136.88700507654,28584.961232377696,39414.34088779009
2015-01-18 20:40:00,34209.45022208874,29107.155853264176,39422.82586484548
2015-01-18 20:50:00,34249.336325398326,28725.37770098733,39429.28096546654
2015-01-18 21:00:00,34254.75912683905,29327.474206977633,39788.632093517735
2015-01-18 21:10:00,34224.502088932546,29309.348169170247,39660.37023400169
2015-01-18 21:20:00,34157.93927594948,28878.117433532643,39450.88807850114
2015-01-18 21:30:00,34055.04258716846,28567.676218433717,39499.88585547194
2015-01-18 21:40:00,33916.375202578136,28849.585772267426,39299.93742320923
2015-01-18 21:50:00,33743.071545712126,28373.492889442263,38607.46711912407
2015-01-18 22:00:00,33536.80442991721,28347.888238920154,38570.62723061435
2015-01-18 22:10:00,33299.74039871152,28121.010285860673,38368.328858729095
2015-01-18 22:20:00,33034.48458258324,27684.432035223148,38058.62185623854
2015-01-18 22:30:00,32744.016668991735,27557.17957302917,37669.29196836169
2015-01-18 22:40:00,32431.619804584843,27090.091512249288,37912.296595269676
2015-01-18 22:50:00,32100.80442738582,26353.769935105807,37365.55632708008
2015-01-18 23:00:00,31755.229134437563,26311.652403904143,37295.93712665625
2015-01-18 23:10:00,31398.620748307236,26340.482293921945,36985.465163347195
2015-01-18 23:20:00,31034.69573600596,26161.162219961654,36178.078768887266
2015-01-18 23:30:00,30667.085058284854,25566.564974677833,35566.14959381276
2015-01-18 23:40:00,30299.264402884124,25183.166832118644,35555.26679281022
2015-01-18 23:50:00,29934.491565146032,24705.787505108583,34728.251967508775
2015-01-19 00:00:00,29575.752507664216,24405.091471335905,35148.47558064366
2015-01-19 00:10:00,29225.717347927246,23664.090578743435,34478.38878954408
2015-01-19 00:20:00,28886.707219866163,23576.919879367008,34474.209748220426
2015-01-19 00:30:00,28560.67261220167,23261.782066432446,33980.163136712785
2015-01-19 00:40:00,28249.18344326861,22724.812840364775,33606.807491122505
2015-01-19 00:50:00,27953.430777159912,22490.69807260626,32916.85798773281
2015-01-19 01:00:00,27674.239737657874,22443.998257635114,32787.2288012298
2015-01-19 01:10:00,27412.092852547474,22216.92592933976,32833.93828109313
2015-01-19 01:20:00,27167.162755824254,21854.00141432073,32048.21647323377
2015-01-19 01:30:00,26939.35291181203,21517.967692050486,32047.706960248117
2015-01-19 01:40:00,26728.344798916507,21459.054875059985,31721.61770916917
2015-01-19 01:50:00,26533.649824376043,21105.105194861782,31611.733306026654
2015-01-19 02:00:00,26354.664117702192,21281.607088750956,31461.163382806586
2015-01-19 02:10:00,26190.72429432168,21315.350611098333,31270.511543691297
2015-01-19 02:20:00,26041.16228040116,20930.90001820239,31515.912250259455
2015-01-19 02:30:00,25905.35734591152,20631.440821388307,31410.6001468524
2015-01-19 02:40:00,25782.78361031794,20843.947416427825,31199.887251438162
2015-01-19 02:50:00,25673.051453094922,20245.330127833437,30935.22659602534
2015-01-19 03:00:00,25575.941475989497,20416.216825182237,30145.99757318667
2015-01-19 03:10:00,25491.429919048198,20312.46155958954,30756.878218701673
2015-01-19 03:20:00,25419.704723097027,20415.75746480532,30594.5631001142
2015-01-19 03:30:00,25361.171739246947,20057.722554448195,30470.53297994003
2015-01-19 03:40:00,25316.450913946195,20116.644526242977,30326.762851200096
2015-01-19 03:50:00,25286.362604785783,19695.31759314215,30772.037783707197
2015-01-19 04:00:00,25271.904504494632,19943.073609429557,30270.768327117854
2015-01-19 04:10:00,25274.219955324494,20231.891557781262,30568.634001417413
2015-01-19 04:20:00,25294.55871568315,20512.824197759666,30636.347601030215
2015-01-19 04:30:00,25334.23148492197,19795.270041120155,30613.320564897273
2015-01-19 04:40:00,25394.559695068732,20160.7650722891,30604.203912283658
2015-01-19 04:50:00,25476.822232801558,20215.07796234505,30897.843601093868
2015-01-19 05:00:00,25582.20085696561,20147.636484358816,30751.389438479764
2015-01-19 05:10:00,25711.726123344124,20659.556783556283,31121.77048140928
2015-01-19 05:20:00,25866.225616727024,20844.57769324668,31675.54235948607
2015-01-19 05:30:00,26046.276224446745,20456.155949729724,31095.44381396491
2015-01-19 05:40:00,26252.162063623968,20924.133150409343,31736.15043603049
2015-01-19 05:50:00,26483.839502425955,21155.7121633244,31529.22582700236
2015-01-19 06:00:00,26740.910498198893,21572.091401074224,32022.766738140683
2015-01-19 06:10:00,27022.605224296705,21543.648053406505,31807.644775832458
2015-01-19 06:20:00,27327.774666771315,22195.11240598143,32995.92533240337
2015-01-19 06:30:00,27654.893571766086,22223.09023977878,32369.576534051866
2015-01-19 06:40:00,28002.07380414968,22695.37378393687,33330.50816163775
2015-01-19 06:50:00,28367.087856181985,22826.509724268388,33444.95004785445
2015-01-19 07:00:00,28747.40193821956,23539.991128482918,33574.24134142903
2015-01-19 07:10:00,29140.21778700329,23842.979045528347,34201.53558991731
2015-01-19 07:20:00,29542.522058666207,24066.994983972825,34588.470014299695
2015-01-19 07:30:00,29951.141942191,24458.01009811549,35000.94241227913
2015-01-19 07:40:00,30362.805442572062,24958.519801013026,35520.92552075188
2015-01-19 07:50:00,30774.204634977574,25621.906092528756,35576.02224798914
2015-01-19 08:00:00,31182.0601030069,26049.78421884509,36207.72548380075
2015-01-19 08:10:00,31583.18474421925,26453.753651268715,37172.289543341176
2015-01-19 08:20:00,31974.545136789166,26841.848739726152,36993.47228013775
2015-01-19 08:30:00,32353.31874791402,26945.04040977473,37165.942888517464
2015-01-19 08:40:00,32716.945387420616,27826.684036288145,38106.24100799121
2015-01-19 08:50:00,33063.17148832814,27863.338356674834,38077.53223703516
2015-01-19 09:00:00,33390.08601731558,27992.976807307903,38481.3788423598
2015-01-19 09:10:00,33696.14707808793,28326.107996209583,38833.144230195394
2015-01-19 09:20:00,33980.19855114355,28923.04088442918,39371.367381191056
2015-01-19 09:30:00,34241.47642025113,28826.14366009821,40184.4449191932
2015-01-19 09:40:00,34479.60475325951,29570.864406476336,39670.65118984513
2015-01-19 09:50:00,34694.581613562754,29272.318695173864,39602.85847004394
2015-01-19 10:00:00,34886.75548973333,29855.997471175193,40190.430260941466
2015-01-19 10:10:00,35056.793113173335,29915.494957493218,40765.59953541446
2015-01-19 10:20:00,35205.63979188414,29724.850020383165,40038.93573802982
2015-01-19 10:30:00,35334.47361036675,29806.425804367685,40527.33105750831
2015-01-19 10:40:00,35444.6550263246,30494.638531321438,40518.01906534722
2015-01-19 10:50:00,35537.673522072204,30114.39310222085,41350.24268593207
2015-01-19 11:00:00,35615.09304872402,30644.972692389394,40983.0692510892
2015-01-19 11:10:00,35678.498023989145,30144.414103891522,40701.75238577397
2015-01-19 11:20:00,35729.44161006051,30274.422039324523,41106.8916278034
2015-01-19 11:30:00,35769.397913208435,30467.909713163768,41090.93618921275
2015-01-19 11:40:00,35799.719605585604,30233.557750543972,41122.65274687122
2015-01-19 11:50:00,35821.60228364544,30351.54177802828,41161.12399201869
2015-01-19 12:00:00,35836.05664944223,30687.420231978762,41155.62512455167
2015-01-19 12:10:00,35843.889337991466,30678.99166913707,41009.68994312199
2015-01-19 12:20:00,35845.69292392476,30769.38143275248,40895.03809722395
2015-01-19 12:30:00,35841.845335313585,30820.657320789487,41437.39112225735
2015-01-19 12:40:00,35832.51858728453,30574.894421265235,40835.27122429458
2015-01-19 12:50:00,35817.69643669512,30565.500959917623,41072.716560315544
2015-01-19 13:00:00,35797.20025939409,30351.51945280318,41458.20901532784
2015-01-19 13:10:00,35770.72217300063,30329.508317049265,41093.5254499886
2015-01-19 13:20:00,35737.86418073742,30935.520525765874,41032.500982339196
2015-01-19 13:30:00,35698.1819025263,30406.195159093393,40971.5609902334
2015-01-19 13:40:00,35651.23129504598,30598.99057609574,40830.34661913078
2015-01-19 13:50:00,35596.61664900666,30470.525809702875,40689.01603380575
2015-01-19 14:00:00,35534.038092712624,30212.58913097512,41542.45841659597
2015-01-19 14:10:00,35463.33682788009,30386.2917033641,40711.24486935228
2015-01-19 14:20:00,35384.536378589,30034.797209997498,40605.90499639032
2015-01-19 14:30:00,35297.87824317301,30026.060235677407,40480.02669452603
2015-01-19 14:40:00,35203.85050237157,29486.950595202503,40318.518546401436
2015-01-19 14:50:00,35103.208146110635,29906.55905165363,40082.25746994785
2015-01-19 15:00:00,34996.98413510662,29701.915686775406,39911.53198914984
2015-01-19 15:10:00,34886.49049715734,29616.3448973523,40104.292149687404
2015-01-19 15:20:00,34773.30907150376,29623.403058293847,39999.56250381764
2015-01-19 15:30:00,34659.27184158373,29492.404160101938,40151.96646998566
2015-01-19 15:40:00,34546.43112970585,29377.68979217659,39581.53907163571
2015-01-19 15:50:00,34437.020257793665,29319.882707267792,39879.62531946942
2015-01-19 16:00:00,34333.40559221354,28566.528636496576,39649.29729441715
2015-01-19 16:10:00,34238.03118230869,29030.391292641732,38974.43789751152
2015-01-19 16:20:00,34153.35745976493,28810.09915284347,39557.86175356064
2015-01-19 16:30:00,34081.7956828782,28897.76543533787,39137.333271402415
2015-01-19 16:40:00,34025.6399758635,28326.89354816485,39310.850631548245
2015-01-19 16:50:00,33986.998928954294,28579.86559943016,39275.36824230971
2015-01-19 17:00:00,33967.72878057715,28739.141764167252,39335.81373887778
2015-01-19 17:10:00,33969.370198204924,28879.71831216255,39280.265884589884
2015-01-19 17:20:00,33993.09061119604,29011.67515536538,39511.83126836021
2015-01-19 17:30:00,34039.63392438128,28451.13782542856,39098.99513774637
2015-01-19 17:40:00,34109.279262369804,28510.362799458093,39316.276062047815
2015-01-19 17:50:00,34201.81016450351,29022.619358454693,39692.86234291765
2015-01-19 18:00:00,34316.49537451084,29200.284592900807,39648.278149312784
2015-01-19 18:10:00,34452.0820587147,29346.065743752326,39810.63474055645
2015-01-19 18:20:00,34606.801946676846,29454.731693746617,39957.68243073681
2015-01-19 18:30:00,34778.39053040873,29196.373702177607,40130.547739970214
2015-01-19 18:40:00,34964.11909545277,29938.292664073542,40266.73890625442
2015-01-19 18:50:00,35160.83899169663,29888.777910849232,40292.84883136804
2015-01-19 19:00:00,35365.03720906689,30357.635630459023,40558.777996527315
2015-01-19 19:10:00,35572.90199364541,30128.31161255396,40858.6967657478
2015-01-19 19:20:00,35780.396954161086,30594.99201350213,40992.53860545114
2015-01-19 19:30:00,35983.34185633013,30546.872215521795,41152.28197828839
2015-01-19 19:40:00,36177.49810717126,30651.894559269236,41317.36609982309
2015-01-19 19:50:00,36358.65678687976,31060.604601560437,42192.087362843886
2015-01-19 20:00:00,36522.7270013911,31049.603739142884,41832.86193359298
2015-01-19 20:10:00,36665.82231118343,31953.344416905362,41843.71042282361
2015-01-19 20:20:00,36784.34302989434,31831.04472292872,42010.110992728565
2015-01-19 20:30:00,36875.052296405185,31372.41076695155,41875.6381623893
2015-01-19 20:40:00,36935.14398257341,31980.788570506204,42272.46988462789
2015-01-19 20:50:00,36962.30072164016,31548.551127656596,42177.79826124987
2015-01-19 21:00:00,36954.740606049556,31692.35299100556,42007.787591300745
2015-01-19 21:10:00,36911.25141315308,31878.959982650194,42121.93399986613
2015-01-19 21:20:00,36831.21155497558,31237.11846634988,41949.67304045509
2015-01-19 21:30:00,36714.59731006606,31332.164955477667,41843.561022985705
2015-01-19 21:40:00,36561.97626782631,31283.89117411013,41732.20426983436
2015-01-19 21:50:00,36374.487290097604,31288.34135097879,41392.141228489505
2015-01-19 22:00:00,36153.80765562999,30883.953992151193,41673.7984389738
2015-01-19 22:10:00,35902.10839983031,30450.656843827866,41287.84992589118
2015-01-19 22:20:00,35621.99916946679,29745.25847487147,40628.92467850553
2015-01-19 22:30:00,35316.46419132521,29778.369025064105,40692.23424516838
2015-01-19 22:40:00,34988.791173807214,30118.401058173917,40076.46728618273
2015-01-19 22:50:00,34642.4951367676,29293.222915040424,39552.88516056289
2015-01-19 23:00:00,34281.23927831151,28975.657357530912,39176.01950224122
2015-01-19 23:10:00,33908.755039850286,28416.22944666246,39146.08576207838
2015-01-19 23:20:00,33528.7635235723,28665.006445439984,38750.14522096334
2015-01-19 23:30:00,33144.900340056054,28135.9504424076,38607.63960341248
2015-01-19 23:40:00,32760.6458410596,27706.65934023702,37949.894802949
2015-01-19 23:50:00,32379.262497724834,27098.72717661829,37585.36405461889
2015-01-20 00:00:00,32003.74095907701,26617.62463536047,37311.699080914375
2015-01-20 00:10:00,31636.756039067423,26132.0905790972,37136.327167614974
2015-01-20 00:20:00,31280.633575683914,25776.570812957347,36618.54796560448
2015-01-20 00:30:00,30937.328768624822,25924.50361609523,36087.09460848167
2015-01-20 00:40:00,30608.416252422176,25516.078481776913,36008.91888744178
2015-01-20 00:50:00,30295.091811514096,25112.362203437344,35530.46753189448
2015-01-20 01:00:00,29998.185292278562,24986.497913625077,35779.26287059253
2015-01-20 01:10:00,29718.183946902034,24494.440431159095,35082.66049783137
2015-01-20 01:20:00,29455.26513342182,24467.566320999038,34928.110809677884
2015-01-20 01:30:00,29209.337038580292,24371.41926045888,34855.548148510126
2015-01-20 01:40:00,28980.085860955925,23412.157379722634,34064.05070054706
2015-01-20 01:50:00,28767.02772361777,23474.407470538175,34152.031435772944
2015-01-20 02:00:00,28569.563466419,23196.11394371634,33800.442305333505
2015-01-20 02:10:00,28387.03440858969,23280.94021871163,33681.871260716965
2015-01-20 02:20:00,28218.777172269845,22976.207270254778,33347.800207312364
2015-01-20 02:30:00,28064.17571369794,23187.73300993173,33310.11565454499
2015-01-20 02:40:00,27922.70882853303,22860.356359407153,33321.42247704303
2015-01-20 02:50:00,27793.991560214123,22026.821603992983,33355.419963471504
2015-01-20 03:00:00,27677.80916157152,22142.694524018203,32548.14624707553
2015-01-20 03:10:00,27574.142509310073,22298.39935666911,32618.584888575533
2015-01-20 03:20:00,27483.184165299448,22187.946249348683,32803.65935495423
2015-01-20 03:30:00,27405.34458488378,21817.080581619422,32615.449163758833
2015-01-20 03:40:00,27341.24830062603,22179.853684962098,32473.53741069278
2015-01-20 03:50:00,27291.720237132904,22178.262942941747,32215.164023304435
2015-01-20 04:00:00,27257.7626335319,22201.801656424424,32428.485517954436
2015-01-20 04:10:00,27240.523356921116,21919.61660810666,32697.092532486888
2015-01-20 04:20:00,27241.256667668255,22205.67494448913,32738.148547088516
2015-01-20 04:30:00,27261.277743188388,21644.862595003935,32245.210241347584
2015-01-20 04:40:00,27301.912468377617,22208.749228253317,32235.166193237364
2015-01-20 04:50:00,27364.444156543144,22181.797956369963,32814.26848679946
2015-01-20 05:00:00,27450.058965862012,22306.575781808184,32483.17796965475
2015-01-20 05:10:00,27559.791822923224,22795.617984555345,33023.14818801991
2015-01-20 05:20:00,27694.47465363449,22613.497881176812,32738.379657901096
2015-01-20 05:30:00,27854.688656107905,22775.346468196374,33381.12762151437
2015-01-20 05:40:00,28040.72222624284,22307.7134500799,33280.82289556173
2015-01-20 05:50:00,28252.53597836868,22832.96134423358,33475.88400903163
2015-01-20 06:00:00,28489.736082267227,23035.487195941514,33909.73304553824
2015-01-20 06:10:00,28751.55688890477,23936.566667121126,34032.55841553972
2015-01-20 06:20:00,29036.853526039926,23849.623984415328,34740.1282125681
2015-01-20 06:30:00,29344.10484517295,23988.935282360537,34766.91150462802
2015-01-20 06:40:00,29671.426778569752,24181.600945503156,35194.95634490408
2015-01-20 06:50:00,30016.595846929282,24778.473824220287,35155.31468388519
2015-01-20 07:00:00,30377.0822499417,24863.568570150503,35767.897672878644
2015-01-20 07:10:00,30750.091673011248,25714.93478251506,35622.83432298462
2015-01-20 07:20:00,31132.614679492748,25718.593682850445,36117.62403496624
2015-01-20 07:30:00,31521.48232334543,25947.834502222533,36950.958780105146
2015-01-20 07:40:00,31913.42643187462,26415.924528307296,37368.978113907804
2015-01-20 07:50:00,32305.14285767014,26671.36488266153,37375.76142501177
2015-01-20 08:00:00,32693.355918075325,27098.1872621401,38315.61611035984
2015-01-20 08:10:00,33074.882198243235,27598.82872165367,38513.79700033227
2015-01-20 08:20:00,33446.69191749986,28714.580334637023,38778.159866540685
2015-01-20 08:30:00,33805.96613746253,28702.466849185992,38794.482211314
2015-01-20 08:40:00,34150.1482143874,28666.611941437106,39105.52729287381
2015-01-20 08:50:00,34476.98807921923,29330.443974401296,39782.37311369442
2015-01-20 09:00:00,34784.57814722998,29617.552267697858,40050.22115976672
2015-01-20 09:10:00,35071.379921171225,30028.809025751663,40552.44496567875
2015-01-20 09:20:00,35336.24062935225,29858.900469652246,40413.63558337593
2015-01-20 09:30:00,35578.399552792966,30685.16020538479,40567.67831712143
2015-01-20 09:40:00,35797.484004453545,30800.505731323894,40845.0053182818
2015-01-20 09:50:00,35993.49524028473,30670.5210034206,40899.71663436394
2015-01-20 10:00:00,36166.7848886929,30956.4673493817,41483.31023845627
2015-01-20 10:10:00,36318.02276724959,30882.983519202684,41210.3977152331
2015-01-20 10:20:00,36448.15721597456,31355.482811381695,41683.86840939716
2015-01-20 10:30:00,36558.36929691093,31140.52173420243,41945.183878853335
2015-01-20 10:40:00,36650.02239017391,31392.1025872205,41595.22574717871
2015-01-20 10:50:00,36724.608844829825,31338.21465545968,42064.38776478233
2015-01-20 11:00:00,36783.695422952886,31379.88569377033,42086.71844246669
2015-01-20 11:10:00,36828.86929656743,31393.60834818088,42295.45780837221
2015-01-20 11:20:00,36861.68632543416,31795.329874808947,42148.64884285839
2015-01-20 11:30:00,36883.623256268016,31191.242133493957,42065.41810533249
2015-01-20 11:40:00,36896.03534391651,31478.848540321338,42209.63884940264
2015-01-20 11:50:00,36900.12070973013,31424.413834048435,41963.791704853465
2015-01-20 12:00:00,36896.8925224421,32033.685852661107,42277.20635033485
2015-01-20 12:10:00,36887.159825080766,31808.134118973496,42147.34233799346
2015-01-20 12:20:00,36871.517541656605,31697.24224215905,42187.884554675074
2015-01-20 12:30:00,36850.345890499,31616.178694607228,42089.884406936864
2015-01-20 12:40:00,36823.81911765494,31445.045587875426,42046.74173227389
2015-01-20 12:50:00,36791.92315149068,31604.283905326818,42187.327347175626
2015-01-20 13:00:00,36754.48147966455,31716.396273116294,42106.6579712502
2015-01-20 13:10:00,36711.18827173883,31585.894024635945,41803.74351546351
2015-01-20 13:20:00,36661.647522895444,31110.411628747806,41919.75354426517
2015-01-20 13:30:00,36605.416784974004,31170.51413043257,41671.47723989802
2015-01-20 13:40:00,36542.05388628041,31113.8559705114,42090.275186032915
2015-01-20 13:50:00,36471.16492891906,31418.41771048246,41788.55167914067
2015-01-20 14:00:00,36392.45179228315,31304.41178960042,41603.22720414721
2015-01-20 14:10:00,36305.7573687189,30788.37485829911,41031.567038596644
2015-01-20 14:20:00,36211.106812584425,30918.112450920016,41029.24366624368
2015-01-20 14:30:00,36108.743192199414,30892.510101610285,41169.166624392965
2015-01-20 14:40:00,35999.15609777467,30758.138486408443,41071.33522129187
2015-01-20 14:50:00,35883.10196853346,30576.212766043005,41131.49236361433
2015-01-20 15:00:00,35761.61515430476,30363.38457004684,40575.73623462957
2015-01-20 15:10:00,35636.009011668575,30762.4721703737,41399.96606388716
2015-01-20 15:20:00,35507.86664881759,30561.275131018425,40959.071624357915
2015-01-20 15:30:00,35379.02125823534,30296.379165569033,40518.895588256695
2015-01-20 15:40:00,35251.52631141273,29748.980727881535,40376.11225471271
2015-01-20 15:50:00,35127.61622004318,29385.454842058174,40875.171727160094
2015-01-20 16:00:00,35009.65838086403,29801.589293434987,40401.28229933114
2015-01-20 16:10:00,34900.09781433633,29637.167151418933,39936.00061109235
2015-01-20 16:20:00,34801.395864489474,29600.781361124173,40116.8531992505
2015-01-20 16:30:00,34715.96464325801,29656.789627893482,40007.103224455655
2015-01-20 16:40:00,34646.09907010563,29566.005103162584,39721.74876887105
2015-01-20 16:50:00,34593.908472447954,29370.527110984454,39806.125304865316
2015-01-20 17:00:00,34561.249768086986,29165.28454584975,39870.804170870804
2015-01-20 17:10:00,34549.664246445784,29091.865270764156,39996.26246819776
2015-01-20 17:20:00,34560.31990174778,29667.298855031902,39868.50300289927
2015-01-20 17:30:00,34593.961146941874,29354.9087938198,40085.70780722175
2015-01-20 17:40:00,34650.867558474674,29757.90571573385,40117.70040087923
2015-01-20 17:50:00,34730.823071548,29800.12836398884,39885.60375080125
2015-01-20 18:00:00,34833.09677025073,29095.364111719096,40448.63727180879
2015-01-20 18:10:00,34956.436106213,29773.198825972173,40401.881758367585
2015-01-20 18:20:00,35099.07303968735,29880.91838503169,40178.74400369557
2015-01-20 18:30:00,35258.7432393241,29874.439333872044,40635.20908238964
2015-01-20 18:40:00,35432.7181134816,29911.171377533457,40616.02587048882
2015-01-20 18:50:00,35617.849082077846,30316.221276448312,41036.39513692488
2015-01-20 19:00:00,35810.62315206717,30860.24355355202,41291.36002286314
